id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
2496,Dmitry Sergeyevich Aleksanin,M,20.0,186.0,87.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's epee, Individual",
2500,Yana Ivanovna Alekseevna,F,28.0,169.0,60.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,
2543,Octavio Andrs Alesi Gonzlez,M,21.0,174.0,69.5,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,
2563,Ana Bella Alexander Lamothe,F,21.0,173.0,63.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Long Jump,
2616,Natalia Alfaro Paniagua,F,29.0,165.0,59.0,Costa Rica,CRC,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
2623,"Laurens Cornelus ""Loek"" Alflen",M,26.0,157.0,57.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
2635,Robert Leodan Alfonso Acea,M,21.0,193.0,102.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,
2659,Abdullah Ali,M,,175.0,80.0,Bahrain,BRN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
2701,Shifana Ali,F,20.0,153.0,52.0,Maldives,MDV,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,
2727,Yuruby Rosaura Alicart Ramrez,F,22.0,154.0,60.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,
2732,Caroll-Ann Alie (-Rosenberg),F,36.0,173.0,60.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Windsurfer,
2741,Amadou Alimi,M,,,,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",
2743,Zhanibek Alimkhanuly,M,23.0,182.0,75.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
2760,Deji Aliu,M,24.0,187.0,75.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
2772,Triin Aljand,F,27.0,179.0,68.0,Estonia,EST,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
2794,Mohamed Allalou,M,22.0,174.0,63.0,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,
2819,Karim Mohamed Allawi,M,24.0,,,Iraq,IRQ,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
2825,Yves Allegro,M,25.0,184.0,82.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,
2831,Anita Allen,F,26.0,160.0,58.0,United States,USA,2004 Summer,2004,Summer,Athina,Modern Pentathlon,Modern Pentathlon Women's Individual,
2852,Lawrence Allen,M,31.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,
2858,"Ian Graeme Keith ""Mick"" Allen",M,26.0,190.0,84.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,
2861,Nathon Allen,M,20.0,178.0,,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
2873,Wendy Irene Allen,F,23.0,163.0,55.0,United States,USA,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
2912,Olivia Elizabeth N. Allison-Federici,F,26.0,169.0,54.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
2916,Yari Allnutt,M,22.0,180.0,73.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
2926,Moustafa Allozy,M,29.0,,75.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Middleweight,
2942,Knut Emil Willehard Alm,M,31.0,170.0,63.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
2944,Jess Antonio Almada Flix,M,21.0,171.0,67.0,Mexico,MEX,1952 Summer,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,
2998,Erik Albin Almlf,M,28.0,188.0,73.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze
3006,Gte Augustin Almqvist,M,30.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
3009,"Anders Percival ""Percy"" Almstedt",M,31.0,,,Elsie,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver
3018,Ottorino Aloisio,M,26.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
3034,Jos Mara Alonso de Areyzaga,M,34.0,,,Spain-2,ESP,1924 Summer,1924,Summer,Paris,Tennis,Tennis Men's Doubles,
3111,Erich Altosaar,M,27.0,187.0,,Estonia,EST,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
3197,Valeria lvarez,F,18.0,,,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
3231,Alessandro Alvisi,M,37.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
3317,Prince Amartey,M,24.0,177.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,
3327,Antonio Amato,M,22.0,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,
3351,Serge Ambomo,M,26.0,,,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,
3357,Harald Ambros,M,24.0,177.0,72.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
3357,Harald Ambros,M,28.0,177.0,72.0,Austria,AUT,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
3360,Klaus Ambrosch,M,27.0,187.0,85.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,
3370,Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
3410,Vijitha Padmini Amerasekera,F,30.0,170.0,64.0,Sri Lanka,SRI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Javelin Throw,
3423,Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
3423,Hilda Amezaga Harfuch,F,18.0,155.0,47.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
3425,Norma Amezcua Guajardo,F,19.0,160.0,54.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
3428,Francesco Amici,M,44.0,174.0,95.0,San Marino,SMR,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,
3433,Sbastien Amiez,M,29.0,180.0,87.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
3474,Habib Ammar,M,29.0,184.0,84.0,Tunisia,TUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,
3488,Artur Amon,M,20.0,177.0,75.0,Estonia,EST,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,
3502,Patricia Filler Amorim,F,19.0,165.0,53.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,
3503,"Eduarda Idalina ""Duda"" Amorim-Taleska",F,29.0,186.0,84.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
3508,Arturo Jorge Amos,M,21.0,,,Argentina,ARG,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
3527,John Ampomah,M,26.0,191.0,100.0,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
3528,Janet Amponsah,F,23.0,171.0,52.0,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
3538,Anand Amritraj,M,36.0,185.0,77.0,India,IND,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,
3581,An Han-Bong,M,23.0,163.0,62.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
3589,An Jeong-Hwa,F,27.0,162.0,62.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
3628,Lolita Volodymyrivna Ananasova,F,24.0,169.0,52.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
3634,Lyudmila Arkadyevna Ananko,F,23.0,163.0,55.0,Belarus,BLR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
3660,Osvaldo A. Ancinas,M,25.0,,,Argentina,ARG,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
3677,Gnter Anderl,M,21.0,182.0,65.0,Austria,AUT,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Men's Singles,
3758,Leif Ragnar Andersen,M,16.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Fours,
3767,Nina Nymark Andersen (-Jakobsen),F,23.0,173.0,60.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Bronze
3784,Vagn Peter Michael Andersen,M,35.0,183.0,74.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",
3786,Villy Bkgaard Andersen,M,22.0,168.0,51.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,
3819,Glenn Christopher Anderson,M,19.0,185.0,86.0,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,
3832,John Anderson,M,21.0,195.0,80.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",
3842,Lindsey Anderson (Olson-),F,23.0,163.0,52.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",
3846,"Matthew ""Matt"" Anderson",M,28.0,,,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,
3912,Klas Erik Andersson,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
3960,Olof Mauritz Andersson,M,21.0,,73.0,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
3977,Nils Peter Andersson,M,25.0,190.0,92.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
3980,Robert Theodor Andersson,M,21.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,
3980,Robert Theodor Andersson,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,
4002,Zacarias Sarrazola Andias,M,20.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,
4022,Jos Manuel Andoin Torralvo,M,34.0,165.0,75.0,Spain,ESP,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,18.0,188.0,85.0,France,FRA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's High Jump,Silver
4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,22.0,188.0,85.0,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,
4059,"Georges Ivan ""Go"" Andr (Monnard-)",M,34.0,188.0,85.0,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 400 metres Hurdles,
4060,Georges Jules Andr,M,47.0,,,France,FRA,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Bronze
4097,Marin Andrei,M,23.0,178.0,76.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,
4099,Ren Jean Louis Andrei,M,18.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Sculpturing,
4101,Andria Suntaque,F,30.0,175.0,65.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
4131,Trine Helene Andresen (-Svendheim),F,16.0,158.0,54.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,
4157,Mark Andrews,M,23.0,185.0,75.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,
4169,Georgy Aleksandrovich Andreyev,M,28.0,174.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
4182,Vera Sergeyevna Andreyeva,F,20.0,167.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",
4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,Gold
4198,Nikolay Yefimovich Andrianov,M,23.0,166.0,60.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,Gold
4202,Dragan Andri,M,22.0,192.0,91.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
4203,Yevheniya Serhivna Andrieieva,F,24.0,184.0,81.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,
4217,"Spyridon ""Spyros"" Andriopoulos",M,33.0,176.0,62.0,Greece,GRE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,
4227,Gennady Ivanovich Androsov,M,17.0,169.0,61.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",
4231,Alona Anatolivna Andruk,F,25.0,170.0,56.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",
4252,Alain Anen,M,22.0,,,Luxembourg,LUX,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's epee, Individual",
4254,Arere Anentia,M,,175.0,67.0,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 5,000 metres",
4275,Ivan Angelakov,M,31.0,,,Bulgaria,BUL,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
4277,Darwin Angeles Discua,M,27.0,164.0,48.0,Honduras,HON,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,
4303,Petar Ivanov Angelov,M,23.0,,,Bulgaria,BUL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
4333,Matteo Angioletti,M,27.0,162.0,71.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,
4357,Harold Angus,M,,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Featherweight, Freestyle",
4384,Danil Anisimov,M,23.0,172.0,68.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
4387,Yury Sergeyevich Anisimov,M,30.0,170.0,64.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,
4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
4404,Johan August Anker,M,40.0,,,Magda IX,NOR,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Gold
4418,Alyson Regina Annan,F,19.0,162.0,65.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,
4420,Mame-Ibra Anne,M,26.0,184.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
4425,Nataliya Valeryevna Annenko,F,23.0,,,Soviet Union-3,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,
4456,Helmut Anschtz,M,28.0,180.0,65.0,Germany,GER,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",
4457,Daniela Anschtz-Thoms,F,27.0,165.0,60.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 3,000 metres",
4472,Paul Eugne Albert Anspach,M,26.0,,,Belgium,BEL,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",Bronze
4485,Zoltn Antal,M,24.0,189.0,87.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
4486,Zsolt Antal,M,21.0,175.0,68.0,Romania,ROU,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
4508,Georges Anthony,M,,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,
4537,LaDonna M. Antoine (-Watkins),F,25.0,168.0,61.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,
4555,Constantin Antonescu,M,33.0,165.0,69.0,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
4556,Constantin Antoniades,M,32.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Team",
4589,Heiko Antons,M,20.0,184.0,73.0,West Germany,FRG,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,
4590,Hans Bertil Augustin Antonsson,M,35.0,187.0,100.0,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
4605,Maryna Mykolavna Antsybor,F,22.0,160.0,52.0,Ukraine,UKR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,
4647,Fumiko Aoki,F,31.0,158.0,52.0,Japan,JPN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,
4672,Toru Aoyanagi,M,25.0,167.0,65.0,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 5,000 metres",
4683,Jen Apthy,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",
4686,Knut Tore Apeland,M,25.0,174.0,67.0,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,
4704,Mihai Apostol,M,29.0,185.0,85.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
4712,Elbieta Rozalia Apostolska (-Kamiska),F,20.0,159.0,56.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
4721,Kent Mikael Appelgren,M,30.0,178.0,65.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Singles,
4721,Kent Mikael Appelgren,M,30.0,178.0,65.0,Sweden-2,SWE,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,
4725,Ernst Oscar Ernfrid Appelqvist (-Applequist),M,23.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Springboard,
4729,Margit Appelt,F,29.0,169.0,57.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4771,Yael Arad,F,29.0,,,Israel,ISR,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Middleweight,
4774,Rubn Arado Gonzlez,M,29.0,175.0,75.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Doubles,
4779,Lorenzo Aragon Armenteros,M,22.0,163.0,69.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,
4788,Satoru Arai,M,24.0,171.0,67.0,Japan-1,JPN,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,
4806,Toshiaki Araki,M,22.0,175.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Individual",
4809,Nada Mohammed Wafa S Arakji,F,17.0,163.0,59.0,Qatar,QAT,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
4809,Nada Mohammed Wafa S Arakji,F,21.0,163.0,59.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
4833,Jos Roberto Diiz Aranha,M,17.0,191.0,82.0,Brazil,BRA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
4838,Istvn Aranyos,M,26.0,169.0,63.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,
4849,Ion Arapu,M,21.0,152.0,48.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",
4850,Linet Arasa Moraa,F,20.0,173.0,61.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
4894,Larry Arbuthnot,M,24.0,175.0,70.0,Canada,CAN,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,
4909,Fernando Arcega Aperte,M,23.0,204.0,96.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
4911,Mara Mercedes Arceo Guevara,F,34.0,171.0,61.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,
4951,Daphne Arden (-Slater),F,22.0,167.0,60.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,
4961,Abeba Aregawi Gebretsadik,F,22.0,170.0,52.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",
5025,Petar Atanasov Argirov,M,29.0,,,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
5051,Luis Arias Carraln,M,21.0,,,Spain,ESP,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
5080,Lina Aristodimou (-Kouyoumdjian),F,18.0,162.0,51.0,Cyprus,CYP,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Slalom,
5088,Surapong Ariyamongkol,M,26.0,160.0,50.0,Thailand,THA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
5090,Tatiana Ariza Daz,F,21.0,161.0,52.0,Colombia,COL,2012 Summer,2012,Summer,London,Football,Football Women's Football,
5092,Mohamed Al-Arjaoui,M,29.0,185.0,91.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,
5121,Daniel Dominique Hubert  Armand-Delille,M,25.0,170.0,,France,FRA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Two,
5125,Mario Armano,M,21.0,180.0,85.0,Italy-1,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Gold
5143,"Heather Joy Armitage (-Young, -McClelland)",F,23.0,171.0,64.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
5179,Rafael Eduardo Arnal Myerston,M,37.0,,,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
5198,Judith Arndt,F,24.0,173.0,59.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Individual Time Trial,
5202,Eva Johanne Arndt-Riise,F,16.0,,,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
5216,Mirella Silva Prado Arnhold,F,18.0,159.0,51.0,Brazil,BRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
5243,Jacques Arnoux,M,22.0,170.0,60.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,
5254,Felix Aronovich,M,24.0,168.0,63.0,Israel,ISR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
5293,Marco Antonio Arriagada Quinchel,M,28.0,167.0,58.0,Chile,CHI,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Points Race,
5322,Miguel Arroyo Prez,M,18.0,165.0,54.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,
5329,Nicols Arsel,M,19.0,170.0,71.0,Argentina,ARG,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,
5364,Boriss Artemjevs,M,27.0,,,Latvia-2,LAT,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,
5392,Izzat Artykov,M,22.0,160.0,69.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,
